Name,Email,Age,Gender,Location,Item purchased,Purchased date,Category,Quantity,Price,Last purchase,Frequency of purchase,Preferred Brands,Discount sensitivity,Browsing history,Ratings
Gary Johnson,tapiarachel@example.org,59,Other,North Tiffany,Laptop,18-06-2024,Electronics,3,426.53,11-05-2024,14,Dell,Medium,"['Appliances', 'Groceries']",3
Joel Buck,scott68@example.org,48,Male,Buchananfurt,Table,17-01-2024,Furniture,3,278.08,16-08-2023,11,Better Homes & Gardens,Medium,"['Clothing', 'Groceries', 'Groceries', 'Electronics']",2
Rachel Doyle,wagnerdaniel@example.org,57,Female,Ruthstad,Bread,13-04-2024,Groceries,2,329.07,11-04-2024,9,Wonder,High,"['Sports & Outdoors', 'Clothing', 'Beauty', 'Furniture', 'Groceries']",4
Sydney Reyes,ysmith@example.net,24,Male,Sheltonborough,First Aid,20-07-2024,Health & Wellness,3,129.47,10-12-2023,20,Johnson & Johnson,High,"['Groceries', 'Furniture', 'Health & Wellness']",2
Veronica Mcdonald,meganbest@example.com,36,Other,East Stephanieborough,Shirt,06-05-2024,Clothing,2,47.54,16-05-2023,3,Hanes,High,['Clothing'],3
James Reynolds,brianrichard@example.org,41,Male,East Stephanie,Jacket,08-01-2024,Clothing,4,419.86,21-03-2023,4,North Face,High,"['Furniture', 'Toys']",3
Nicholas Ramirez,kcain@example.net,69,Male,North Jose,Eggs,14-02-2024,Groceries,5,80.24,20-05-2023,19,Eggland's Best,Low,"['Beauty', 'Furniture', 'Appliances']",3
Alexander Wu,lindsay76@example.net,57,Male,Port Philip,Shirt,09-04-2024,Clothing,2,105.34,17-12-2023,5,Hanes,High,"['Electronics', 'Appliances', 'Electronics']",1
Jade Espinoza,paulvaldez@example.com,60,Other,Ryanville,Microwave,21-05-2024,Appliances,5,294.77,26-04-2024,5,LG,High,"['Toys', 'Groceries', 'Electronics', 'Beauty', 'Toys']",2
Sydney Price,harrismelinda@example.net,32,Other,Chelseaside,Paint,17-06-2024,Home Improvement,5,406.03,30-08-2023,20,Sherwin-Williams,High,"['Health & Wellness', 'Beauty', 'Sports & Outdoors', 'Electronics', 'Groceries']",4
Gregory James,kathryn02@example.net,22,Female,East Shannonhaven,Vitamins,08-04-2024,Health & Wellness,1,307.99,11-04-2023,7,Nature Made,Medium,"['Electronics', 'Home Improvement', 'Appliances', 'Toys']",2
Bradley Kerr,thompsontodd@example.net,49,Female,Taylorview,Vitamins,19-01-2024,Health & Wellness,5,12.32,17-08-2023,5,Vitafusion,High,['Clothing'],2
Aaron Larson,brittany04@example.net,20,Female,Danielport,Washer,07-03-2024,Appliances,2,421.01,16-05-2023,17,Whirlpool,High,['Electronics'],3
Shannon Graham,mcconnellmario@example.net,49,Other,New Robert,Laptop,30-01-2024,Electronics,2,334.32,26-04-2023,16,HP,High,"['Appliances', 'Appliances', 'Health & Wellness', 'Sports & Outdoors']",2
